ensembl_gene_id	geneSymbol	description	band
ENSG00000084623	EIF3I	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]	p35.2
ENSG00000084628	NKAIN1	sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]	p35.2
ENSG00000084636	COL16A1	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]	p35.2
ENSG00000084652	TXLNA	taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]	p35.2
ENSG00000084674	APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	p24.1
ENSG00000084676	NCOA1	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]	p23.3
ENSG00000084693	AGBL5	ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]	p23.3
ENSG00000084710	EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	p23.3
ENSG00000084731	KIF3C	kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]	p23.3
ENSG00000084733	RAB10	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	p23.3
ENSG00000084734	GCKR	glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]	p23.3
ENSG00000084754	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]	p23.3
ENSG00000084764	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	p23.3
ENSG00000084774	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]	p23.3
ENSG00000085433	WDR47	WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]	p13.3
ENSG00000085465	OVGP1	oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]	p13.2
ENSG00000085491	SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]	p13.3
ENSG00000085552	IGSF9	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]	q23.2
ENSG00000085760	MTIF2	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]	p16.1
ENSG00000085831	TTC39A	tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]	p32.3
ENSG00000085832	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	p32.3
ENSG00000085840	ORC1	origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]	p32.3
ENSG00000085998	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]	p34.1
ENSG00000085999	RAD54L	RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]	p34.1
ENSG00000086015	MAST2	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]	p34.1
ENSG00000086619	ERO1B	endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355]	q42.3
ENSG00000087338	GMCL1	germ cell-less 1, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:23843]	p13.3
ENSG00000088035	ALG6	ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]	p31.3
ENSG00000088179	PTPN4	protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]	q14.2
ENSG00000088205	DDX18	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	q14.1
ENSG00000088280	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]	p36.12
ENSG00000090020	SLC9A1	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]	p36.11
ENSG00000090104	RGS1	regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]	q31.2
ENSG00000090273	NUDC	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]	p36.11
ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	p36.12
ENSG00000090621	PABPC4	poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]	p34.3
ENSG00000090686	USP48	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]	p36.12
ENSG00000091106	NLRC4	NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]	p22.3
ENSG00000091483	FH	fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]	q43
ENSG00000092607	TBX15	T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]	p12
ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	p12
ENSG00000092847	AGO1	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	p34.3
ENSG00000092850	TEKT2	tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]	p34.3
ENSG00000092853	CLSPN	claspin [Source:HGNC Symbol;Acc:HGNC:19715]	p34.3
ENSG00000092969	TGFB2	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]	q41
ENSG00000092978	GPATCH2	G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]	q41
ENSG00000094963	FMO2	flavin containing dimethylaniline monoxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]	q24.3
ENSG00000094975	SUCO	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]	q24.3
ENSG00000095002	MSH2	mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]	p21
ENSG00000097021	ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	p36.31
ENSG00000097033	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]	p22.3
ENSG00000097046	CDC7	cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]	p22.1
ENSG00000097096	SYDE2	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]	p22.3
ENSG00000099260	PALMD	palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]	p21.2
ENSG00000107404	DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]	p36.33
ENSG00000114956	DGUOK	deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]	p13.1
ENSG00000114978	MOB1A	MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]	p13.1
ENSG00000114982	KANSL3	KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]	q11.2
ENSG00000114988	LMAN2L	lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]	q11.2
ENSG00000114993	RTKN	rhotekin [Source:HGNC Symbol;Acc:HGNC:10466]	p13.1
ENSG00000114999	TTL	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]	q14.1
ENSG00000115008	IL1A	interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]	q14.1
ENSG00000115041	KCNIP3	potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]	q11.1
ENSG00000115042	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]	q11.1
ENSG00000115073	ACTR1B	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]	q11.2
ENSG00000115084	SLC35F5	solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]	q14.1
ENSG00000115085	ZAP70	zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]	q11.2
ENSG00000115091	ACTR3	actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170]	q14.1
ENSG00000115107	STEAP3	STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]	q14.2
ENSG00000115109	EPB41L5	erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]	q14.2
ENSG00000115112	TFCP2L1	transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]	q14.2
ENSG00000115128	SF3B6	splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]	p23.3
ENSG00000115129	TP53I3	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	p23.3
ENSG00000115137	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]	p23.3
ENSG00000115138	POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	p23.3
ENSG00000115145	STAM2	signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]	q23.3
ENSG00000115155	OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	p23.3
ENSG00000115159	GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]	q24.1
ENSG00000115163	CENPA	centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]	p23.3
ENSG00000115165	CYTIP	cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]	q24.1
ENSG00000115170	ACVR1	activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]	q24.1
ENSG00000115183	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]	q24.2
ENSG00000115194	SLC30A3	solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]	p23.3
ENSG00000115204	MPV17	mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]	p23.3
ENSG00000115207	GTF3C2	general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]	p23.3
ENSG00000115211	EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	p23.3
ENSG00000115216	NRBP1	nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]	p23.3
ENSG00000115221	ITGB6	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]	q24.2
ENSG00000115226	FNDC4	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]	p23.3
ENSG00000115233	PSMD14	proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]	q24.2
ENSG00000115234	SNX17	sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]	p23.3
ENSG00000115239	ASB3	ankyrin repeat and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:16013]	p16.2
ENSG00000115241	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]	p23.3
ENSG00000115263	GCG	glucagon [Source:HGNC Symbol;Acc:HGNC:4191]	q24.2
ENSG00000115267	IFIH1	interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]	q24.2
ENSG00000115271	GCA	grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]	q24.2
ENSG00000115274	INO80B	INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]	p13.1
ENSG00000115275	MOGS	mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]	p13.1
ENSG00000115282	TTC31	tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]	p13.1
ENSG00000115289	PCGF1	polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]	p13.1
ENSG00000115290	GRB14	growth factor receptor bound protein 14 [Source:HGNC Symbol;Acc:HGNC:4565]	q24.3
ENSG00000115295	CLIP4	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]	p23.2
ENSG00000115297	TLX2	T cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]	p13.1
ENSG00000115306	SPTBN1	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]	p16.2
ENSG00000115307	AUP1	AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]	p13.1
ENSG00000115310	RTN4	reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]	p16.1
ENSG00000115317	HTRA2	HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]	p13.1
ENSG00000115318	LOXL3	lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]	p13.1
ENSG00000115325	DOK1	docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]	p13.1
ENSG00000115339	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]	q24.3
ENSG00000115350	POLE4	DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]	p12
ENSG00000115353	TACR1	tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]	p12
ENSG00000115355	CCDC88A	coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]	p16.1
ENSG00000115363	EVA1A	eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]	p12
ENSG00000115364	MRPL19	mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]	p12
ENSG00000115380	EFEMP1	EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]	p16.1
ENSG00000115386	REG1A	regenerating family member 1 alpha [Source:HGNC Symbol;Acc:HGNC:9951]	p12
ENSG00000115392	FANCL	FA complementation group L [Source:HGNC Symbol;Acc:HGNC:20748]	p16.1
ENSG00000115421	PAPOLG	poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]	p16.1
ENSG00000115423	DNAH6	dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]	p11.2
ENSG00000115446	UNC50	unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]	q11.2
ENSG00000115459	ELMOD3	ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]	p11.2
ENSG00000115464	USP34	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]	p15
ENSG00000115484	CCT4	chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]	p15
ENSG00000115486	GGCX	gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]	p11.2
ENSG00000115504	EHBP1	EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]	p15
ENSG00000115507	OTX1	orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]	p15
ENSG00000115514	TXNDC9	thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]	q11.2
ENSG00000115523	GNLY	granulysin [Source:HGNC Symbol;Acc:HGNC:4414]	p11.2
ENSG00000115525	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]	p11.2
ENSG00000115526	CHST10	carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]	q11.2
ENSG00000115539	PDCL3	phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860]	q11.2
ENSG00000115548	KDM3A	lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]	p11.2
ENSG00000115561	CHMP3	charged multivesicular body protein 3 [Source:HGNC Symbol;Acc:HGNC:29865]	p11.2
ENSG00000115590	IL1R2	interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]	q11.2
ENSG00000115593	SMYD1	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]	p11.2
ENSG00000115594	IL1R1	interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]	q11.2
ENSG00000115598	IL1RL2	interleukin 1 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:5999]	q12.1
ENSG00000115602	IL1RL1	interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998]	q12.1
ENSG00000115604	IL18R1	interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]	q12.1
ENSG00000115607	IL18RAP	interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5989]	q12.1
ENSG00000115616	SLC9A2	solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]	q12.1
ENSG00000115641	FHL2	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]	q12.2
ENSG00000115652	UXS1	UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]	q12.2
ENSG00000115665	SLC5A7	solute carrier family 5 member 7 [Source:HGNC Symbol;Acc:HGNC:14025]	q12.3
ENSG00000115705	TPO	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]	p25.3
ENSG00000115718	PROC	protein C, inactivator of coagulation factors Va and VIIIa [Source:HGNC Symbol;Acc:HGNC:9451]	q14.3
ENSG00000115738	ID2	inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]	p25.1
ENSG00000115750	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]	p25.1
ENSG00000115756	HPCAL1	hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]	p25.1
ENSG00000115758	ODC1	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	p25.1
ENSG00000115760	BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]	p22.3
ENSG00000115761	NOL10	nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]	p25.1
ENSG00000115762	PLEKHB2	pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]	q21.1
ENSG00000115808	STRN	striatin [Source:HGNC Symbol;Acc:HGNC:11424]	p22.2
ENSG00000115816	CEBPZ	CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]	p22.2
ENSG00000115825	PRKD3	protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]	p22.2
ENSG00000115828	QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]	p22.2
ENSG00000115839	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]	q21.3
ENSG00000115841	RMDN2	regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:HGNC:26567]	p22.2
ENSG00000115850	LCT	lactase [Source:HGNC Symbol;Acc:HGNC:6530]	q21.3
ENSG00000115866	DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]	q21.3
ENSG00000115875	SRSF7	serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]	p22.1
ENSG00000115884	SDC1	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]	p24.1
ENSG00000115902	SLC1A4	solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]	p14
ENSG00000115904	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]	p22.1
ENSG00000115919	KYNU	kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]	q22.2
ENSG00000115944	COX7A2L	cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]	p21
ENSG00000115946	PNO1	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]	p14
ENSG00000115947	ORC4	origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]	q23.1
ENSG00000115956	PLEK	pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]	p14
ENSG00000115963	RND3	Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]	q23.3
ENSG00000115970	THADA	THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]	p21
ENSG00000115977	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	p13.3
ENSG00000115998	C2orf42	chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]	p13.3
ENSG00000116001	TIA1	TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]	p13.3
ENSG00000116005	PCYOX1	prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]	p13.3
ENSG00000116016	EPAS1	endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]	p21
ENSG00000116031	CD207	CD207 molecule [Source:HGNC Symbol;Acc:HGNC:17935]	p13.3
ENSG00000116035	VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]	p13.3
ENSG00000116039	ATP6V1B1	ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]	p13.3
ENSG00000116062	MSH6	mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]	p16.3
ENSG00000116096	SPR	sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]	p13.2
ENSG00000116127	ALMS1	ALMS1 centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]	p13.1
ENSG00000116128	BCL9	BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008]	q21.2
ENSG00000116132	PRRX1	paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]	q24.2
ENSG00000116133	DHCR24	24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]	p32.3
ENSG00000116138	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]	p36.21
ENSG00000116141	MARK1	microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]	q41
ENSG00000116147	TNR	tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]	q25.1
ENSG00000116151	MORN1	MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]	p36.32
ENSG00000116157	GPX7	glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]	p32.3
ENSG00000116161	CACYBP	calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]	q25.1
ENSG00000116171	SCP2	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	p32.3
ENSG00000116183	PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]	q25.2
ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]	q25.2
ENSG00000116194	ANGPTL1	angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]	q25.2
ENSG00000116198	CEP104	centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]	p36.32
ENSG00000116199	FAM20B	FAM20B glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]	q25.2
ENSG00000116205	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494]	p32.3
ENSG00000116209	TMEM59	transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]	p32.3
ENSG00000116212	LRRC42	leucine rich repeat containing 42 [Source:HGNC Symbol;Acc:HGNC:28792]	p32.3
ENSG00000116213	WRAP73	WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]	p36.32
ENSG00000116218	NPHS2	NPHS2 stomatin family member, podocin [Source:HGNC Symbol;Acc:HGNC:13394]	q25.2
ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]	p32.3
ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]	p36.31
ENSG00000116251	RPL22	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]	p36.31
ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]	p36.31
ENSG00000116260	QSOX1	quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]	q25.2
ENSG00000116266	STXBP3	syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]	p13.3
ENSG00000116273	PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	p36.31
ENSG00000116285	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]	p36.23
ENSG00000116288	PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	p36.23
ENSG00000116299	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618]	p13.3
ENSG00000116329	OPRD1	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]	p35.3
ENSG00000116337	AMPD2	adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]	p13.3
ENSG00000116350	SRSF4	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]	p35.3
ENSG00000116353	MECR	mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]	p35.3
ENSG00000116396	KCNC4	potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]	p13.3
ENSG00000116406	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]	q25.3
ENSG00000116455	WDR77	WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]	p13.2
ENSG00000116459	ATP5PB	ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]	p13.2
ENSG00000116473	RAP1A	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]	p13.2
ENSG00000116478	HDAC1	histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]	p35.2
ENSG00000116489	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]	p13.2
ENSG00000116497	S100PBP	S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]	p35.1
ENSG00000116514	RNF19B	ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]	p35.1
ENSG00000116521	SCAMP3	secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]	q22
ENSG00000116525	TRIM62	tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]	p35.1
ENSG00000116539	ASH1L	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]	q22
ENSG00000116544	DLGAP3	DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]	p34.3
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	p34.3
